,system1,,
,system1,,
14,system3,音楽を聞くことです,好きなジャズは何ですか？
14,system3,わかりません,好きな記憶は何ですか？
14,system3,わかりません,好きな訳は何ですか？
14,system3,わかりません,好きな職業は何ですか？
14,system3,お笑い芸人です,そうなんですね。他の趣味はありますか？
14,system3,バラエティ番組をみることです,好きなチャンネルは何ですか？
14,system3,日本テレビです,好きなテレビは何ですか？
14,system3,ガキの使いやあらへんでです,好きな使いは何ですか？
14,system3,わかりません,好きなダウンタウンは何ですか？
14,system3,松本人志です,そうなんですね。他の趣味はありますか？
14,system3,ロックを聞くことです,好きなオンは何ですか？
14,system3,わかりません,好きなショーは何ですか？
14,system1,音楽を聞くことです,好きなヒンドゥースターニーは何ですか？
14,system1,わかりません,好きな謔は何ですか？
14,system1,わかりません,好きな鳥網は何ですか？
14,system1,わかりません,好きな嗷は何ですか？
14,system1,わかりません,好きな葛天は何ですか？
14,system1,わかりません,好きなスキエンティアは何ですか？
14,system1,わかりません,好きな結縄は何ですか？
14,system1,わかりません,好きな噪音は何ですか？
14,system1,わかりません,好きな簧は何ですか？
14,system1,わかりません,好きな女媧は何ですか？
14,system1,わかりません,好きな純音は何ですか？
14,system2,音楽を聞くことです,好きな鳥網は何ですか？
14,system2,わかりません,好きな階名は何ですか？
14,system2,わかりません,好きな和学は何ですか？
14,system2,わかりません,好きな楽都は何ですか？
14,system2,わかりません,好きな魚網は何ですか？
14,system2,わかりません,好きな高士は何ですか？
14,system2,高士です,そうなんですね。他の趣味はありますか？
14,system2,テレビをみることです,好きな御家芸は何ですか？
14,system2,わかりません,好きな夕餉は何ですか？
14,system2,夕餉,好きな夕食は何ですか？
14,system2,カレーライスです,好きないすかは何ですか？
14,system2,わかりません,好きなインデアンは何ですか？
8,system2,飲酒,好きな酒は何ですか？
8,system2,ビールです,好きなビン詰めは何ですか？
8,system2,オリーブです,好きな国樹は何ですか？
8,system2,桜です,そうなんですね。他の趣味はありますか？
8,system2,睡眠,好きな北枕は何ですか？
8,system2,わかりません,好きな午睡は何ですか？
8,system2,わかりません,好きな早寝は何ですか？
8,system2,わかりません,好きな夜更かしは何ですか？
8,system2,ゲームして夜更かし,そうなんですね。他の趣味はありますか？
8,system2,ウイスキー,好きなジアスターゼは何ですか？
8,system2,わかりません,好きな舌触りは何ですか？
8,system1,温泉です,好きなゆう出は何ですか？
8,system1,わかりません,好きなグレウーは何ですか？
8,system1,わかりません,好きなコートゥレは何ですか？
8,system1,わかりません,好きなディヴォーヌは何ですか？
8,system1,わかりません,好きなユリナージュは何ですか？
8,system1,わかりません,好きな水治は何ですか？
8,system1,わかりません,好きな聲如は何ですか？
8,system1,わかりません,好きなけい酸は何ですか？
8,system1,わかりません,好きなコントレクセヴィルは何ですか？
8,system1,わかりません,好きなシャテルは何ですか？
8,system3,サッカーです,好きな幾は何ですか？
8,system3,わかりません,好きな人工は何ですか？
8,system3,わかりません,好きなセルビアは何ですか？
8,system3,ジキッチ,そうなんですね。他の趣味はありますか？
8,system3,卓球,好きな派生は何ですか？
8,system3,,何か入力してください
8,system3,わかりません,好きなヤングは何ですか？
8,system3,わかりません,好きな上流は何ですか？
8,system3,わかりません,好きな経過は何ですか？
8,system3,白熱した展開,そうなんですね。他の趣味はありますか？
8,system3,バッティングセンター,好きな上位は何ですか？
8,system3,わかりません,好きな周囲は何ですか？
8,system3,わかりません,好きなランは何ですか？
8,system3,速く走る,そうなんですね。他の趣味はありますか？
1,system2,テレビドラマ,好きな夕餉は何ですか？
,system2,マネーロンダリング,好きな洗浄は何ですか？
,system2,わかりません,好きな犯罪は何ですか？
,system2,強盗,好きな財物は何ですか？
,system2,小切手,好きな名宛は何ですか？
野球観戦です。,system1,,何か入力してください
16,system1,パチンコです,好きなにこぱちは何ですか？
10,system2,ゲームです,好きなバックギャモンは何ですか？
16,system1,わかりません,好きなダイナムジャパンホールディングスは何ですか？
10,system2,わかりません,好きな勝ち負けは何ですか？
10,system2,わかりません,好きな鬼ごっこは何ですか？
10,system2,,何か入力してください
16,system1,ＡＫＢ４８です,そうなんですね。他の趣味はありますか？
16,system1,野球観戦です,そうなんですね。他の趣味はありますか？
10,system2,こおり鬼です,好きな鬼ごっこは何ですか？
16,system1,野球です,好きなネクストバッタースボックスは何ですか？
10,system2,こおり鬼です,好きな鬼ごっこは何ですか？
16,system1,神宮球場のネクストバッタースボックスです,そうなんですね。他の趣味はありますか？
10,system2,普通の鬼ごっこもすきです,そうなんですね。他の趣味はありますか？
16,system1,車に乗ることです,好きな車代は何ですか？
10,system2,麻雀です,好きな場代は何ですか？
16,system1,安い車です,好きな車代は何ですか？
16,system1,１０万円です,そうなんですね。他の趣味はありますか？
16,system1,ラグビーです,好きなイングランドサクソンズは何ですか？
10,system2,わかりません,好きなてんぼうは何ですか？
10,system2,一万点棒です,そうなんですね。他の趣味はありますか？
16,system1,わかりません,好きなウィドネスは何ですか？
16,system1,わかりません,好きなデューズベリーは何ですか？
16,system1,わかりません,好きなコンプリヘンシブは何ですか？
10,system2,パズドラです,好きなパズルは何ですか？
16,system1,コンプリヘンシブです,そうなんですね。他の趣味はありますか？
16,system1,テレビを見ることです,好きなテレヴィジオンは何ですか？
16,system1,テレビ東京です,そうなんですね。他の趣味はありますか？
10,system2,パズル＆ドラゴンズです,そうなんですね。他の趣味はありますか？
16,system2,野球観戦です,そうなんですね。他の趣味はありますか？
16,system2,野球です,好きな馬革は何ですか？
16,system2,わかりません,好きな害毒は何ですか？
16,system2,猛毒です,好きな松ぼっくりは何ですか？
16,system2,普通の松ぼっくりです,そうなんですね。他の趣味はありますか？
10,system3,機動戦士ガンダムエクストリームバーサスマキシブーストをすることです,そうなんですね。他の趣味はありますか？
16,system2,車です,好きな車代は何ですか？
10,system3,スプラトゥーンをすることです,好きなバトルは何ですか？
16,system2,安い車です,好きな車代は何ですか？
10,system3,ガチホコバトルです,そうなんですね。他の趣味はありますか？
16,system2,わかりません,好きな蛇足は何ですか？
16,system2,わかりません,好きな牛車は何ですか？
16,system2,わかりません,好きな荷車は何ですか？
10,system3,テレビゲームをすることです,好きな育成は何ですか？
10,system3,ポケモンが育成ゲームでは好きです,そうなんですね。他の趣味はありますか？
10,system3,ポケモンです,好きなもんは何ですか？
野球です,system3,,何か入力してください
10,system3,わかりません,好きな転送は何ですか？
10,system3,わかりません,好きなポケットは何ですか？
16,system3,野球です,好きな価値は何ですか？
10,system3,わかりません,好きなモンスターは何ですか？
16,system3,優勝です,好きな判断は何ですか？
